uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,7
PE,OUTRAS,VIA_PUBLICA,"< 9",F,4
PE,OUTRAS,VIA_PUBLICA,"< 9",M,2
PE,COVID,HOSPITAL,"< 9",M,1
PE,INDETERMINADA,DOMICILIO,"< 9",M,1
PE,INDETERMINADA,HOSPITAL,"< 9",F,4
PE,INDETERMINADA,HOSPITAL,"< 9",M,3
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,29
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,23
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
PE,PNEUMONIA,DOMICILIO,"< 9",F,1
PE,PNEUMONIA,DOMICILIO,"< 9",M,3
PE,PNEUMONIA,HOSPITAL,"< 9",F,25
PE,PNEUMONIA,HOSPITAL,"< 9",M,19
PE,SEPTICEMIA,HOSPITAL,"< 9",F,72
PE,SEPTICEMIA,HOSPITAL,"< 9",M,91
PE,SEPTICEMIA,OUTRO,"< 9",M,1
PE,SRAG,HOSPITAL,"< 9",F,2
PE,SRAG,HOSPITAL,"< 9",M,1
PI,OUTRAS,DOMICILIO,"< 9",F,1
PI,OUTRAS,DOMICILIO,"< 9",M,2
PI,OUTRAS,HOSPITAL,"< 9",F,23
PI,OUTRAS,HOSPITAL,"< 9",M,18
PI,OUTRAS,OUTRO,"< 9",F,1
PI,OUTRAS,OUTRO,"< 9",M,3
PI,OUTRAS,VIA_PUBLICA,"< 9",F,1
PI,COVID,HOSPITAL,"< 9",M,1
PI,INDETERMINADA,DOMICILIO,"< 9",F,1
PI,INDETERMINADA,HOSPITAL,"< 9",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,9
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,6
PI,PNEUMONIA,DOMICILIO,"< 9",M,1
PI,PNEUMONIA,HOSPITAL,"< 9",F,6
PI,PNEUMONIA,HOSPITAL,"< 9",M,7
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,SEPTICEMIA,HOSPITAL,"< 9",F,14
PI,SEPTICEMIA,HOSPITAL,"< 9",M,12
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,SRAG,HOSPITAL,"< 9",F,1
PR,OUTRAS,DOMICILIO,"< 9",F,8
PR,OUTRAS,DOMICILIO,"< 9",M,9
PR,OUTRAS,HOSPITAL,"< 9",F,150
PR,OUTRAS,HOSPITAL,"< 9",I,1
PR,OUTRAS,HOSPITAL,"< 9",M,176
PR,OUTRAS,OUTRO,"< 9",F,2
PR,OUTRAS,OUTRO,"< 9",M,3
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,6
PR,OUTRAS,VIA_PUBLICA,"< 9",F,2
PR,OUTRAS,VIA_PUBLICA,"< 9",M,1
PR,COVID,HOSPITAL,"< 9",M,2
PR,INDETERMINADA,OUTRO,"< 9",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,23
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,40
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PR,PNEUMONIA,DOMICILIO,"< 9",F,1
PR,PNEUMONIA,HOSPITAL,"< 9",F,25
PR,PNEUMONIA,HOSPITAL,"< 9",M,20
PR,PNEUMONIA,OUTRO,"< 9",F,1
PR,PNEUMONIA,OUTRO,"< 9",M,1
PR,SEPTICEMIA,DOMICILIO,"< 9",M,1
PR,SEPTICEMIA,HOSPITAL,"< 9",F,56
PR,SEPTICEMIA,HOSPITAL,"< 9",M,64
PR,SRAG,HOSPITAL,"< 9",F,2
PR,SRAG,HOSPITAL,"< 9",M,2
PR,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RJ,OUTRAS,DOMICILIO,"< 9",F,4
RJ,OUTRAS,DOMICILIO,"< 9",M,10
RJ,OUTRAS,HOSPITAL,"< 9",F,377
RJ,OUTRAS,HOSPITAL,"< 9",I,6
RJ,OUTRAS,HOSPITAL,"< 9",M,433
RJ,OUTRAS,IGNORADO,"< 9",F,1
RJ,OUTRAS,OUTRO,"< 9",F,2
RJ,OUTRAS,OUTRO,"< 9",M,4
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,15
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,19
RJ,OUTRAS,VIA_PUBLICA,"< 9",M,1
RJ,COVID,HOSPITAL,"< 9",F,1
RJ,COVID,HOSPITAL,"< 9",M,2
RJ,INDETERMINADA,HOSPITAL,"< 9",F,2
RJ,INDETERMINADA,HOSPITAL,"< 9",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,24
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,41
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RJ,PNEUMONIA,HOSPITAL,"< 9",F,35
RJ,PNEUMONIA,HOSPITAL,"< 9",M,56
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
RJ,SEPTICEMIA,HOSPITAL,"< 9",F,146
RJ,SEPTICEMIA,HOSPITAL,"< 9",M,185
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RJ,SRAG,HOSPITAL,"< 9",F,4
RJ,SRAG,HOSPITAL,"< 9",M,1
RN,OUTRAS,DOMICILIO,"< 9",F,2
RN,OUTRAS,DOMICILIO,"< 9",M,1
RN,OUTRAS,HOSPITAL,"< 9",F,37
RN,OUTRAS,HOSPITAL,"< 9",I,1
RN,OUTRAS,HOSPITAL,"< 9",M,35
RN,OUTRAS,IGNORADO,"< 9",F,1
RN,OUTRAS,OUTRO,"< 9",F,1
RN,OUTRAS,OUTRO,"< 9",M,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,OUTRAS,VIA_PUBLICA,"< 9",F,1
RN,INDETERMINADA,HOSPITAL,"< 9",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,5
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,4
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
RN,PNEUMONIA,DOMICILIO,"< 9",M,2
RN,PNEUMONIA,HOSPITAL,"< 9",F,5
RN,PNEUMONIA,HOSPITAL,"< 9",M,2
RN,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
RN,SEPTICEMIA,DOMICILIO,"< 9",F,1
RN,SEPTICEMIA,HOSPITAL,"< 9",F,18
RN,SEPTICEMIA,HOSPITAL,"< 9",M,23
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RN,SRAG,HOSPITAL,"< 9",M,1
RO,OUTRAS,DOMICILIO,"< 9",F,1
RO,OUTRAS,HOSPITAL,"< 9",F,13
RO,OUTRAS,HOSPITAL,"< 9",M,21
RO,OUTRAS,IGNORADO,"< 9",F,1
RO,OUTRAS,VIA_PUBLICA,"< 9",M,1
RO,COVID,HOSPITAL,"< 9",F,2
RO,INDETERMINADA,OUTRO,"< 9",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,3
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RO,PNEUMONIA,HOSPITAL,"< 9",F,1
RO,PNEUMONIA,HOSPITAL,"< 9",M,9
RO,SEPTICEMIA,HOSPITAL,"< 9",F,22
RO,SEPTICEMIA,HOSPITAL,"< 9",M,31
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RR,OUTRAS,DOMICILIO,"< 9",M,1
RR,OUTRAS,HOSPITAL,"< 9",F,4
RR,OUTRAS,HOSPITAL,"< 9",M,11
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,1
RR,PNEUMONIA,HOSPITAL,"< 9",F,2
RR,PNEUMONIA,HOSPITAL,"< 9",M,5
RR,SEPTICEMIA,HOSPITAL,"< 9",F,12
RR,SEPTICEMIA,HOSPITAL,"< 9",M,6
RS,OUTRAS,DOMICILIO,"< 9",F,3
RS,OUTRAS,DOMICILIO,"< 9",M,5
RS,OUTRAS,HOSPITAL,"< 9",F,137
RS,OUTRAS,HOSPITAL,"< 9",I,3
RS,OUTRAS,HOSPITAL,"< 9",M,159
RS,OUTRAS,IGNORADO,"< 9",F,1
RS,OUTRAS,IGNORADO,"< 9",M,4
RS,OUTRAS,OUTRO,"< 9",M,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,4
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
RS,OUTRAS,VIA_PUBLICA,"< 9",I,1
RS,COVID,HOSPITAL,"< 9",F,1
RS,COVID,HOSPITAL,"< 9",M,2
RS,INDETERMINADA,HOSPITAL,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,13
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,29
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RS,PNEUMONIA,HOSPITAL,"< 9",F,17
RS,PNEUMONIA,HOSPITAL,"< 9",M,12
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RS,SEPTICEMIA,HOSPITAL,"< 9",F,69
RS,SEPTICEMIA,HOSPITAL,"< 9",I,1
RS,SEPTICEMIA,HOSPITAL,"< 9",M,82
RS,SRAG,HOSPITAL,"< 9",F,2
RS,SRAG,HOSPITAL,"< 9",M,3
RS,SRAG,OUTRO,"< 9",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SC,OUTRAS,DOMICILIO,"< 9",F,3
SC,OUTRAS,DOMICILIO,"< 9",M,2
SC,OUTRAS,HOSPITAL,"< 9",F,103
SC,OUTRAS,HOSPITAL,"< 9",M,110
SC,OUTRAS,OUTRO,"< 9",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SC,OUTRAS,VIA_PUBLICA,"< 9",F,1
SC,OUTRAS,VIA_PUBLICA,"< 9",M,1
SC,COVID,HOSPITAL,"< 9",F,1
SC,COVID,HOSPITAL,"< 9",M,1
SC,INDETERMINADA,HOSPITAL,"< 9",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,26
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,19
SC,PNEUMONIA,DOMICILIO,"< 9",M,1
SC,PNEUMONIA,HOSPITAL,"< 9",F,15
SC,PNEUMONIA,HOSPITAL,"< 9",M,17
SC,SEPTICEMIA,HOSPITAL,"< 9",F,50
SC,SEPTICEMIA,HOSPITAL,"< 9",M,52
SE,OUTRAS,HOSPITAL,"< 9",F,36
SE,OUTRAS,HOSPITAL,"< 9",I,1
SE,OUTRAS,HOSPITAL,"< 9",M,50
SE,OUTRAS,OUTRO,"< 9",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
SE,INDETERMINADA,HOSPITAL,"< 9",F,3
SE,INDETERMINADA,HOSPITAL,"< 9",M,3
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,5
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
SE,PNEUMONIA,HOSPITAL,"< 9",F,4
SE,PNEUMONIA,HOSPITAL,"< 9",M,4
SE,SEPTICEMIA,HOSPITAL,"< 9",F,19
SE,SEPTICEMIA,HOSPITAL,"< 9",M,22
SE,SRAG,HOSPITAL,"< 9",M,1
SP,OUTRAS,DOMICILIO,"< 9",F,13
SP,OUTRAS,DOMICILIO,"< 9",I,1
SP,OUTRAS,DOMICILIO,"< 9",M,43
SP,OUTRAS,HOSPITAL,"< 9",F,881
SP,OUTRAS,HOSPITAL,"< 9",I,12
SP,OUTRAS,HOSPITAL,"< 9",M,1071
SP,OUTRAS,IGNORADO,"< 9",F,22
SP,OUTRAS,IGNORADO,"< 9",I,18
SP,OUTRAS,IGNORADO,"< 9",M,37
SP,OUTRAS,OUTRO,"< 9",F,9
SP,OUTRAS,OUTRO,"< 9",M,7
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,21
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,23
SP,OUTRAS,VIA_PUBLICA,"< 9",F,9
SP,OUTRAS,VIA_PUBLICA,"< 9",M,6
SP,COVID,HOSPITAL,"< 9",F,5
SP,COVID,HOSPITAL,"< 9",M,7
SP,INDETERMINADA,DOMICILIO,"< 9",F,2
SP,INDETERMINADA,DOMICILIO,"< 9",M,1
SP,INDETERMINADA,HOSPITAL,"< 9",F,14
SP,INDETERMINADA,HOSPITAL,"< 9",M,4
SP,INDETERMINADA,IGNORADO,"< 9",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,INDETERMINADA,VIA_PUBLICA,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,6
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,118
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,125
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
SP,PNEUMONIA,DOMICILIO,"< 9",F,3
SP,PNEUMONIA,HOSPITAL,"< 9",F,94
SP,PNEUMONIA,HOSPITAL,"< 9",I,1
SP,PNEUMONIA,HOSPITAL,"< 9",M,116
SP,PNEUMONIA,OUTRO,"< 9",F,3
SP,PNEUMONIA,OUTRO,"< 9",M,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,SEPTICEMIA,DOMICILIO,"< 9",F,1
SP,SEPTICEMIA,DOMICILIO,"< 9",M,2
SP,SEPTICEMIA,HOSPITAL,"< 9",F,269
SP,SEPTICEMIA,HOSPITAL,"< 9",M,356
SP,SEPTICEMIA,IGNORADO,"< 9",F,2
SP,SEPTICEMIA,IGNORADO,"< 9",M,1
SP,SEPTICEMIA,OUTRO,"< 9",M,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
SP,SRAG,HOSPITAL,"< 9",F,11
SP,SRAG,HOSPITAL,"< 9",M,12
TO,OUTRAS,DOMICILIO,"< 9",F,2
TO,OUTRAS,HOSPITAL,"< 9",F,10
TO,OUTRAS,HOSPITAL,"< 9",M,9
TO,OUTRAS,OUTRO,"< 9",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
TO,OUTRAS,VIA_PUBLICA,"< 9",M,1
TO,COVID,HOSPITAL,"< 9",F,1
TO,INDETERMINADA,HOSPITAL,"< 9",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,4
TO,PNEUMONIA,DOMICILIO,"< 9",F,2
TO,PNEUMONIA,HOSPITAL,"< 9",F,5
TO,PNEUMONIA,HOSPITAL,"< 9",M,5
TO,SEPTICEMIA,DOMICILIO,"< 9",M,1
TO,SEPTICEMIA,HOSPITAL,"< 9",F,6
TO,SEPTICEMIA,HOSPITAL,"< 9",M,17
AC,OUTRAS,DOMICILIO,"10 - 19",F,3
AC,OUTRAS,DOMICILIO,"10 - 19",M,2
AC,OUTRAS,HOSPITAL,"10 - 19",F,3
AC,OUTRAS,HOSPITAL,"10 - 19",M,3
AC,OUTRAS,OUTRO,"10 - 19",M,4
AC,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
AC,OUTRAS,VIA_PUBLICA,"10 - 19",M,2
AC,INDETERMINADA,VIA_PUBLICA,"10 - 19",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
AC,PNEUMONIA,HOSPITAL,"10 - 19",M,2
AC,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
AC,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
AL,OUTRAS,DOMICILIO,"10 - 19",F,3
AL,OUTRAS,DOMICILIO,"10 - 19",M,2
AL,OUTRAS,HOSPITAL,"10 - 19",F,8
AL,OUTRAS,HOSPITAL,"10 - 19",M,11
AL,OUTRAS,OUTRO,"10 - 19",M,1
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AL,OUTRAS,VIA_PUBLICA,"10 - 19",M,8
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AL,PNEUMONIA,HOSPITAL,"10 - 19",F,4
AL,PNEUMONIA,HOSPITAL,"10 - 19",M,5
AL,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
AL,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
AL,SEPTICEMIA,HOSPITAL,"10 - 19",F,2
AL,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,DOMICILIO,"10 - 19",F,5
AM,OUTRAS,DOMICILIO,"10 - 19",M,5
AM,OUTRAS,HOSPITAL,"10 - 19",F,11
AM,OUTRAS,HOSPITAL,"10 - 19",M,7
AM,OUTRAS,OUTRO,"10 - 19",F,2
AM,OUTRAS,OUTRO,"10 - 19",M,6
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,VIA_PUBLICA,"10 - 19",M,9
AM,COVID,HOSPITAL,"10 - 19",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
AM,PNEUMONIA,HOSPITAL,"10 - 19",F,5
AM,PNEUMONIA,HOSPITAL,"10 - 19",M,3
AM,PNEUMONIA,OUTRO,"10 - 19",M,1
AM,SEPTICEMIA,HOSPITAL,"10 - 19",F,4
AM,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
AM,SEPTICEMIA,OUTRO,"10 - 19",M,1
AP,OUTRAS,DOMICILIO,"10 - 19",M,1
AP,OUTRAS,HOSPITAL,"10 - 19",M,2
AP,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
AP,PNEUMONIA,HOSPITAL,"10 - 19",M,2
BA,OUTRAS,DOMICILIO,"10 - 19",F,7
BA,OUTRAS,DOMICILIO,"10 - 19",M,11
BA,OUTRAS,HOSPITAL,"10 - 19",F,22
BA,OUTRAS,HOSPITAL,"10 - 19",M,52
BA,OUTRAS,OUTRO,"10 - 19",F,2
BA,OUTRAS,OUTRO,"10 - 19",M,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,8
BA,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
BA,OUTRAS,VIA_PUBLICA,"10 - 19",M,7
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,5
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"10 - 19",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
BA,PNEUMONIA,HOSPITAL,"10 - 19",F,9
BA,PNEUMONIA,HOSPITAL,"10 - 19",M,20
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,SEPTICEMIA,DOMICILIO,"10 - 19",F,2
BA,SEPTICEMIA,HOSPITAL,"10 - 19",F,12
BA,SEPTICEMIA,HOSPITAL,"10 - 19",M,15
BA,SEPTICEMIA,IGNORADO,"10 - 19",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
BA,SRAG,HOSPITAL,"10 - 19",F,1
BA,SRAG,HOSPITAL,"10 - 19",M,1
CE,OUTRAS,DOMICILIO,"10 - 19",F,4
CE,OUTRAS,DOMICILIO,"10 - 19",M,9
CE,OUTRAS,HOSPITAL,"10 - 19",F,16
CE,OUTRAS,HOSPITAL,"10 - 19",M,25
CE,OUTRAS,IGNORADO,"10 - 19",F,2
CE,OUTRAS,IGNORADO,"10 - 19",M,2
CE,OUTRAS,OUTRO,"10 - 19",M,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,2
CE,OUTRAS,VIA_PUBLICA,"10 - 19",F,4
CE,OUTRAS,VIA_PUBLICA,"10 - 19",M,13
CE,COVID,HOSPITAL,"10 - 19",M,1
CE,INDETERMINADA,HOSPITAL,"10 - 19",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,3
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
CE,PNEUMONIA,DOMICILIO,"10 - 19",F,2
CE,PNEUMONIA,HOSPITAL,"10 - 19",F,6
CE,PNEUMONIA,HOSPITAL,"10 - 19",M,4
CE,PNEUMONIA,IGNORADO,"10 - 19",M,1
CE,SEPTICEMIA,HOSPITAL,"10 - 19",F,6
CE,SEPTICEMIA,HOSPITAL,"10 - 19",M,9
CE,SRAG,HOSPITAL,"10 - 19",M,1
DF,OUTRAS,DOMICILIO,"10 - 19",M,2
DF,OUTRAS,HOSPITAL,"10 - 19",F,9
DF,OUTRAS,HOSPITAL,"10 - 19",M,9
DF,OUTRAS,OUTRO,"10 - 19",M,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
DF,OUTRAS,VIA_PUBLICA,"10 - 19",F,2
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"10 - 19",M,1
DF,PNEUMONIA,DOMICILIO,"10 - 19",F,1
DF,PNEUMONIA,HOSPITAL,"10 - 19",F,2
DF,PNEUMONIA,HOSPITAL,"10 - 19",M,2
DF,SEPTICEMIA,HOSPITAL,"10 - 19",F,3
DF,SEPTICEMIA,HOSPITAL,"10 - 19",M,3
ES,OUTRAS,DOMICILIO,"10 - 19",F,5
ES,OUTRAS,DOMICILIO,"10 - 19",M,2
ES,OUTRAS,HOSPITAL,"10 - 19",F,8
ES,OUTRAS,HOSPITAL,"10 - 19",M,18
ES,OUTRAS,OUTRO,"10 - 19",F,1
ES,OUTRAS,OUTRO,"10 - 19",M,6
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
ES,OUTRAS,VIA_PUBLICA,"10 - 19",F,5
ES,OUTRAS,VIA_PUBLICA,"10 - 19",M,15
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
ES,PNEUMONIA,DOMICILIO,"10 - 19",F,1
ES,PNEUMONIA,DOMICILIO,"10 - 19",M,1
ES,PNEUMONIA,HOSPITAL,"10 - 19",M,4
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"10 - 19",F,1
ES,SEPTICEMIA,HOSPITAL,"10 - 19",F,1
ES,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
ES,SRAG,HOSPITAL,"10 - 19",F,2
ES,SRAG,HOSPITAL,"10 - 19",M,1
GO,OUTRAS,DOMICILIO,"10 - 19",F,2
GO,OUTRAS,DOMICILIO,"10 - 19",M,2
GO,OUTRAS,HOSPITAL,"10 - 19",F,13
GO,OUTRAS,HOSPITAL,"10 - 19",M,27
GO,OUTRAS,IGNORADO,"10 - 19",M,3
GO,OUTRAS,OUTRO,"10 - 19",F,1
GO,OUTRAS,OUTRO,"10 - 19",M,2
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,7
GO,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
GO,OUTRAS,VIA_PUBLICA,"10 - 19",M,6
GO,COVID,HOSPITAL,"10 - 19",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"10 - 19",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,2
